CustomerID,Country,RegionGroup,recency_days,frequency,monetary,avg_order_value,basket_size,avg_items_per_invoice,unique_products,avg_unit_price,last_purchase_date,Cluster,ClusterName
12374,Austria,Western Europe,25,1,742.9300000000001,742.9300000000001,342,342.0,33,4.21969696969697,2011-11-14 15:37:00,1,Regulars
12375,Finland,Nordics,11,2,457.5,228.75,178,89.0,14,6.912941176470589,2011-11-29 10:36:00,3,Big-ticket occasional
12377,Switzerland,Western Europe,315,2,1628.12,814.06,944,472.0,72,2.718831168831169,2011-01-28 15:45:00,1,Regulars
12378,Switzerland,Western Europe,130,1,4008.62,4008.62,2529,2529.0,219,2.9974429223744297,2011-08-02 10:34:00,0,Champions
12379,Belgium,Western Europe,82,2,852.24,426.12,407,203.5,39,2.86625,2011-09-19 10:09:00,1,Regulars
12380,Belgium,Western Europe,22,4,2724.81,681.2025000000001,1127,281.75,77,3.378653846153846,2011-11-18 11:27:00,0,Champions
12381,Norway,Nordics,5,5,1845.31,369.062,808,161.6,70,4.683218390804598,2011-12-05 12:44:00,3,Big-ticket occasional
12383,Belgium,Western Europe,185,5,1850.56,370.112,1532,306.4,84,3.086969696969697,2011-06-08 08:02:00,0,Champions
12384,Switzerland,Western Europe,29,2,585.27,292.635,126,63.0,26,7.87925925925926,2011-11-11 08:39:00,3,Big-ticket occasional
12386,Australia,APAC,338,2,401.9,200.95,354,177.0,10,2.391,2011-01-06 12:37:00,1,Regulars
12388,Australia,APAC,16,6,2780.66,463.4433333333333,1462,243.66666666666663,57,2.7777,2011-11-24 12:30:00,0,Champions
12390,Belgium,Western Europe,80,1,549.84,549.84,353,353.0,32,3.996875,2011-09-21 09:33:00,1,Regulars
12391,Cyprus,Southern Europe,22,1,460.89,460.89,300,300.0,92,2.4599,2011-11-18 12:07:00,1,Regulars
12393,Australia,APAC,72,4,1582.6,395.65,816,204.0,47,2.2796875,2011-09-28 15:41:00,1,Regulars
12394,Belgium,Western Europe,64,2,1272.48,636.24,819,409.5,26,3.3707407407407404,2011-10-07 08:08:00,1,Regulars
12395,Belgium,Western Europe,19,12,3018.63,251.5525,2118,176.5,91,3.9688461538461537,2011-11-20 15:21:00,0,Champions
12397,Belgium,Western Europe,36,2,2409.9,1204.9499999999998,1263,631.5,110,3.4682539682539684,2011-11-04 09:52:00,0,Champions
12398,Switzerland,Western Europe,46,1,1635.66,1635.66,1394,1394.0,85,1.992705882352941,2011-10-25 10:27:00,1,Regulars
12399,Belgium,Western Europe,119,4,1108.65,277.1625,1178,294.5,47,2.1145762711864404,2011-08-12 13:15:00,1,Regulars
12401,Belgium,Western Europe,303,1,84.3,84.3,11,11.0,5,9.68,2011-02-09 13:50:00,2,At-risk low value
12402,Belgium,Western Europe,323,1,225.6,225.6,94,94.0,11,3.290909090909091,2011-01-20 13:49:00,2,At-risk low value
12403,Denmark,Nordics,50,1,427.7,427.7,96,96.0,5,7.080000000000001,2011-10-21 10:51:00,2,At-risk low value
12405,Finland,Nordics,149,1,1710.39,1710.39,857,857.0,54,3.54425925925926,2011-07-14 08:52:00,1,Regulars
12406,Denmark,Nordics,22,2,3415.3,1707.65,1818,909.0,92,2.487047619047619,2011-11-17 19:22:00,0,Champions
12407,Belgium,Western Europe,50,5,1708.12,341.624,1416,283.2,57,3.2674025974025973,2011-10-21 10:11:00,0,Champions
12408,Belgium,Western Europe,33,5,2888.55,577.71,1409,281.8,81,3.0228571428571427,2011-11-07 12:27:00,0,Champions
12409,Switzerland,Western Europe,79,3,11072.67,3690.89,5551,1850.3333333333333,91,3.574495412844037,2011-09-22 10:38:00,0,Champions
12410,Switzerland,Western Europe,309,2,693.3299999999999,346.665,211,105.5,26,6.335384615384616,2011-02-04 10:39:00,1,Regulars
12412,Denmark,Nordics,75,3,1226.88,408.96,829,276.3333333333333,43,2.7137704918032783,2011-09-26 10:16:00,1,Regulars
12413,France,Western Europe,67,3,758.1,252.7,286,95.33333333333331,29,4.798421052631579,2011-10-04 09:00:00,3,Big-ticket occasional
12414,Austria,Western Europe,217,3,562.41,187.47,300,100.0,16,8.57,2011-05-06 14:51:00,2,At-risk low value
12415,Australia,APAC,24,21,124914.53,5948.310952380953,77374,3684.4761904761904,444,2.937086834733893,2011-11-15 14:22:00,0,Champions
12417,Belgium,Western Europe,3,9,3649.1,405.4555555555555,1552,172.44444444444446,158,5.337916666666666,2011-12-06 14:52:00,0,Champions
12418,Switzerland,Western Europe,113,1,668.58,668.58,407,407.0,34,3.5644117647058824,2011-08-19 11:08:00,1,Regulars
12420,Cyprus,Southern Europe,64,1,600.39,600.39,345,345.0,29,4.707241379310345,2011-10-07 08:55:00,1,Regulars
12421,Spain,Southern Europe,16,4,807.04,201.76,484,121.0,32,4.520222222222222,2011-11-24 09:07:00,3,Big-ticket occasional
12422,Australia,APAC,96,3,803.5600000000001,267.8533333333333,370,123.33333333333331,39,3.26025641025641,2011-09-05 09:48:00,3,Big-ticket occasional
12423,Belgium,Western Europe,1,8,1859.31,232.41375,1339,167.375,97,2.9136,2011-12-09 10:10:00,0,Champions
12424,Australia,APAC,163,2,1760.96,880.4800000000001,740,370.0,30,2.780666666666667,2011-06-30 12:06:00,1,Regulars
12425,Portugal,Southern Europe,78,1,777.2,777.2,496,496.0,36,2.5644444444444443,2011-09-22 17:31:00,1,Regulars
12426,Germany,Western Europe,195,1,582.73,582.73,258,258.0,30,3.936333333333333,2011-05-29 12:26:00,1,Regulars
12427,Germany,Western Europe,22,3,825.8,275.26666666666665,533,177.66666666666666,26,4.589032258064516,2011-11-18 08:56:00,3,Big-ticket occasional
12428,Finland,Nordics,26,9,7956.46,884.0511111111111,3536,392.8888888888889,258,4.627414965986395,2011-11-14 08:22:00,0,Champions
12429,Denmark,Nordics,9,4,3750.4,937.6,1557,389.25,82,3.630721649484536,2011-11-30 17:22:00,0,Champions
12430,Norway,Nordics,43,1,256.4,256.4,117,117.0,11,6.225454545454546,2011-10-27 15:09:00,2,At-risk low value
12431,Australia,APAC,36,15,6487.45,432.4966666666666,2906,193.7333333333333,163,3.785063829787234,2011-11-04 11:55:00,0,Champions
12432,Norway,Nordics,43,5,5059.32,1011.864,1801,360.2,107,10.550833333333332,2011-10-28 11:43:00,0,Champions
12433,Norway,Nordics,1,7,13375.87,1910.838571428572,11071,1581.571428571429,219,2.1927380952380955,2011-12-09 10:02:00,0,Champions
12434,Australia,APAC,85,2,806.14,403.07,394,197.0,46,3.6726,2011-09-16 12:38:00,1,Regulars
12435,Denmark,Nordics,80,2,7829.89,3914.945,2055,1027.5,31,5.479166666666667,2011-09-21 09:06:00,0,Champions
12436,Norway,Nordics,100,1,509.01,509.01,211,211.0,16,5.2675,2011-09-01 12:09:00,1,Regulars
12437,France,Western Europe,2,18,4951.41,275.0783333333333,2922,162.33333333333334,118,4.012562814070352,2011-12-08 11:35:00,0,Champions
12438,Norway,Nordics,14,2,2906.85,1453.425,1180,590.0,84,3.894897959183673,2011-11-25 13:28:00,0,Champions
12441,France,Western Europe,367,1,173.55,173.55,121,121.0,11,3.700909090909091,2010-12-08 10:45:00,2,At-risk low value
12442,Spain,Southern Europe,3,1,172.06,172.06,182,182.0,12,3.34,2011-12-06 14:22:00,3,Big-ticket occasional
12444,Norway,Nordics,21,5,5005.46,1001.092,1153,230.6,138,6.3586931818181816,2011-11-18 13:23:00,0,Champions
12445,Spain,Southern Europe,22,1,133.4,133.4,62,62.0,4,7.9875,2011-11-17 18:43:00,2,At-risk low value
12446,RSA,Africa,58,1,1002.31,1002.31,351,351.0,57,4.352631578947368,2011-10-13 12:50:00,1,Regulars
12447,Belgium,Western Europe,243,1,476.49,476.49,190,190.0,26,3.5742307692307693,2011-04-10 13:25:00,1,Regulars
12448,Spain,Southern Europe,44,1,449.45,449.45,243,243.0,22,5.951818181818182,2011-10-26 13:46:00,1,Regulars
12449,Belgium,Western Europe,22,4,4067.29,1016.8225,1553,388.25,118,3.694712041884817,2011-11-17 13:46:00,0,Champions
12450,Spain,Southern Europe,156,2,197.88,98.94,128,64.0,7,1.6175,2011-07-06 14:41:00,2,At-risk low value
12451,Switzerland,Western Europe,11,5,9035.52,1807.104,6575,1315.0,265,2.450084745762712,2011-11-29 08:40:00,0,Champions
12452,Switzerland,Western Europe,17,2,430.57,215.285,185,92.5,21,4.485,2011-11-23 10:28:00,3,Big-ticket occasional
12453,Austria,Western Europe,134,1,707.09,707.09,473,473.0,43,2.393255813953488,2011-07-28 14:08:00,1,Regulars
12454,Spain,Southern Europe,56,1,3528.34,3528.34,1006,1006.0,15,7.282,2011-10-14 17:13:00,1,Regulars
12455,Cyprus,Southern Europe,73,6,2466.86,411.1433333333334,2089,348.1666666666667,85,3.173333333333334,2011-09-27 15:31:00,0,Champions
12456,Switzerland,Western Europe,44,3,3181.04,1060.3466666666666,1633,544.3333333333334,105,3.62456,2011-10-26 14:41:00,0,Champions
12457,Switzerland,Western Europe,66,7,2363.23,337.6042857142857,843,120.42857142857144,53,5.357096774193548,2011-10-04 13:13:00,3,Big-ticket occasional
12458,Switzerland,Western Europe,71,2,947.4,473.7000000000001,506,253.0,35,4.326315789473685,2011-09-29 15:25:00,1,Regulars
12461,Switzerland,Western Europe,94,2,826.88,413.44,287,143.5,35,4.258857142857143,2011-09-06 16:57:00,1,Regulars
12462,Spain,Southern Europe,19,2,1189.59,594.7950000000001,536,268.0,51,4.689516129032258,2011-11-21 09:11:00,1,Regulars
12463,Belgium,Western Europe,53,4,1344.78,336.195,776,194.0,65,3.0434939759036146,2011-10-17 13:44:00,3,Big-ticket occasional
12464,Belgium,Western Europe,10,8,1212.05,151.50625,112,14.0,6,11.832758620689654,2011-11-29 13:33:00,2,At-risk low value
12465,Belgium,Western Europe,17,2,742.1899999999999,371.095,479,239.5,46,2.76,2011-11-22 16:34:00,3,Big-ticket occasional
12468,Germany,Western Europe,188,2,729.5400000000001,364.77,366,183.0,36,3.515,2011-06-05 11:36:00,1,Regulars
12471,Germany,Western Europe,2,30,19824.05,660.8016666666666,8212,273.7333333333333,150,4.300369565217392,2011-12-07 15:43:00,0,Champions
12472,Germany,Western Europe,32,7,6572.11,938.8728571428572,4148,592.5714285714286,219,2.397669616519174,2011-11-07 14:01:00,0,Champions
12473,Germany,Western Europe,29,5,3938.55,787.71,2439,487.8,140,8.323928571428572,2011-11-10 13:46:00,0,Champions
12474,Germany,Western Europe,17,18,7375.79,409.7661111111111,4847,269.27777777777777,253,2.8656603773584903,2011-11-22 14:39:00,0,Champions
12475,Germany,Western Europe,54,1,723.38,723.38,535,535.0,36,2.941111111111111,2011-10-17 10:10:00,1,Regulars
12476,Germany,Western Europe,16,11,6816.42,619.6745454545454,2408,218.9090909090909,177,4.831030042918456,2011-11-24 12:40:00,0,Champions
12477,Germany,Western Europe,23,6,13219.74,2203.29,3653,608.8333333333334,191,4.3832,2011-11-17 09:51:00,0,Champions
12478,Greece,Southern Europe,4,1,680.99,680.99,236,236.0,36,4.537777777777778,2011-12-06 09:56:00,1,Regulars
12479,Germany,Western Europe,11,1,527.2,527.2,385,385.0,31,2.6687096774193546,2011-11-28 13:26:00,1,Regulars
12480,Germany,Western Europe,28,4,3281.63,820.4075,1707,426.75,129,3.1344155844155845,2011-11-11 14:52:00,0,Champions
12481,Germany,Western Europe,23,10,5596.32,559.6320000000001,3304,330.4,150,3.4149769585253456,2011-11-17 08:29:00,0,Champions
12483,Sweden,Nordics,17,8,2484.98,310.6225,1110,138.75,46,5.198133333333334,2011-11-22 17:02:00,3,Big-ticket occasional
12484,Spain,Southern Europe,33,6,4541.72,756.9533333333334,2191,365.1666666666667,256,3.126098265895954,2011-11-07 11:37:00,0,Champions
12488,France,Western Europe,10,3,1298.66,432.8866666666667,529,176.33333333333334,46,3.7347272727272727,2011-11-30 08:50:00,3,Big-ticket occasional
12489,France,Western Europe,336,1,334.93,334.93,105,105.0,15,5.908,2011-01-07 13:13:00,2,At-risk low value
12490,France,Western Europe,5,10,5417.93,541.793,3064,306.4,131,2.692857142857143,2011-12-04 16:07:00,0,Champions
12491,France,Western Europe,39,1,460.4,460.4,260,260.0,25,3.376923076923077,2011-11-01 12:18:00,1,Regulars
12492,Germany,Western Europe,63,2,263.21000000000004,131.60500000000002,192,96.0,19,3.3475,2011-10-07 15:15:00,2,At-risk low value
12493,France,Western Europe,166,2,433.74,216.87,207,103.5,20,4.309090909090909,2011-06-27 10:17:00,2,At-risk low value
12494,France,Western Europe,16,7,1246.1,178.01428571428573,707,101.0,63,3.862207792207792,2011-11-24 09:34:00,3,Big-ticket occasional
12497,Germany,Western Europe,82,1,1043.1,1043.1,1236,1236.0,14,2.06,2011-09-19 12:29:00,1,Regulars
12498,Germany,Western Europe,21,3,403.7000000000001,134.56666666666666,159,53.0,21,4.197826086956522,2011-11-18 12:53:00,2,At-risk low value
12500,Germany,Western Europe,23,11,4257.82,387.07454545454544,2678,243.45454545454547,34,5.63688524590164,2011-11-16 16:20:00,0,Champions
12501,Germany,Western Europe,337,1,2169.39,2169.39,1783,1783.0,149,2.4126845637583894,2011-01-07 12:28:00,1,Regulars
12502,Spain,Southern Europe,96,5,3723.87,744.774,820,164.0,102,6.425238095238095,2011-09-05 11:52:00,0,Champions
12504,Germany,Western Europe,18,2,482.05,241.025,90,45.0,6,9.011111111111113,2011-11-21 16:02:00,2,At-risk low value
12506,France,Western Europe,233,1,73.5,73.5,23,23.0,23,3.1956521739130435,2011-04-21 08:54:00,2,At-risk low value
12507,Spain,Southern Europe,134,3,1304.81,434.93666666666667,894,298.0,19,4.862857142857143,2011-07-28 17:09:00,1,Regulars
12508,France,Western Europe,26,2,398.27,199.135,272,136.0,57,1.720434782608696,2011-11-13 15:37:00,3,Big-ticket occasional
12509,France,Western Europe,284,1,176.5,176.5,55,55.0,7,5.564285714285715,2011-02-28 14:45:00,2,At-risk low value
12510,Spain,Southern Europe,143,2,982.57,491.285,353,176.5,29,4.263333333333334,2011-07-20 10:15:00,1,Regulars
12512,Israel,Middle East,66,2,138.03,69.015,99,49.5,31,2.5794117647058825,2011-10-04 14:55:00,2,At-risk low value
12513,France,Western Europe,113,1,612.29,612.29,462,462.0,35,2.180571428571428,2011-08-19 10:51:00,1,Regulars
12514,Italy,Southern Europe,267,1,1017.68,1017.68,440,440.0,51,3.296862745098039,2011-03-17 16:38:00,1,Regulars
12515,Italy,Southern Europe,353,1,383.7,383.7,131,131.0,16,6.78125,2010-12-21 15:43:00,1,Regulars
12516,Germany,Western Europe,78,2,1312.06,656.03,875,437.5,20,2.725769230769231,2011-09-23 09:13:00,1,Regulars
12517,Germany,Western Europe,28,5,2502.84,500.568,1371,274.2,232,2.3527464788732395,2011-11-11 14:04:00,0,Champions
12518,Germany,Western Europe,1,5,2056.89,411.378,1318,263.6,84,2.837177419354839,2011-12-09 10:13:00,0,Champions
12519,Germany,Western Europe,64,1,340.84,340.84,183,183.0,17,2.9911111111111115,2011-10-07 09:26:00,1,Regulars
12520,Germany,Western Europe,79,5,2634.26,526.8520000000001,1439,287.8,121,3.288421052631579,2011-09-21 15:23:00,0,Champions
12521,Germany,Western Europe,143,1,599.68,599.68,309,309.0,38,2.995789473684211,2011-07-20 10:51:00,1,Regulars
12522,Germany,Western Europe,39,2,192.72,96.36,194,97.0,11,5.0008333333333335,2011-10-31 15:30:00,2,At-risk low value
12523,France,Western Europe,19,11,1789.77,162.70636363636365,865,78.63636363636364,84,4.935471698113207,2011-11-20 12:55:00,3,Big-ticket occasional
12524,Germany,Western Europe,9,8,4485.72,560.7149999999999,3699,462.375,113,2.9170833333333333,2011-11-30 15:31:00,0,Champions
12526,Germany,Western Europe,1,3,1316.66,438.8866666666666,632,210.66666666666663,64,3.3538028169014087,2011-12-09 12:09:00,3,Big-ticket occasional
12527,Germany,Western Europe,82,3,348.71000000000004,116.23666666666668,234,78.0,18,2.9294444444444445,2011-09-19 11:55:00,2,At-risk low value
12528,Germany,Western Europe,9,6,1933.48,322.24666666666667,756,126.0,50,5.487934782608695,2011-11-30 14:40:00,3,Big-ticket occasional
12530,Germany,Western Europe,60,4,1662.28,415.57,913,228.25,51,3.885454545454545,2011-10-11 12:34:00,3,Big-ticket occasional
12531,Germany,Western Europe,15,1,125.22,125.22,45,45.0,17,3.8094117647058825,2011-11-25 11:12:00,2,At-risk low value
12532,France,Western Europe,30,1,349.83000000000004,349.83000000000004,153,153.0,16,3.698125,2011-11-09 13:47:00,1,Regulars
12534,Germany,Western Europe,131,1,1089.18,1089.18,651,651.0,63,3.035396825396825,2011-08-01 10:26:00,1,Regulars
12535,France,Western Europe,92,2,716.35,358.17499999999995,219,109.5,28,4.451470588235294,2011-09-09 08:48:00,1,Regulars
12536,France,Western Europe,43,3,12601.830000000002,4200.610000000001,2803,934.3333333333334,260,34.75452107279693,2011-10-27 14:20:00,0,Champions
12538,Spain,Southern Europe,29,1,363.95,363.95,191,191.0,21,3.6433333333333335,2011-11-10 17:16:00,1,Regulars
12539,Spain,Southern Europe,22,4,5568.35,1392.0875,2067,516.75,157,4.176520146520147,2011-11-17 13:30:00,0,Champions
12540,Spain,Southern Europe,20,17,13400.24,788.2494117647059,6685,393.2352941176471,277,3.847050209205021,2011-11-20 11:31:00,0,Champions
12541,Spain,Southern Europe,30,3,981.18,327.06,680,226.66666666666663,46,3.615769230769231,2011-11-10 10:40:00,3,Big-ticket occasional
12544,Spain,Southern Europe,36,1,372.7,372.7,136,136.0,19,4.106315789473685,2011-11-03 16:15:00,1,Regulars
12545,Spain,Southern Europe,75,2,1000.39,500.195,523,261.5,42,4.0238,2011-09-25 13:39:00,1,Regulars
12546,Spain,Southern Europe,47,2,1161.5,580.75,633,316.5,59,3.199275362318841,2011-10-24 12:09:00,1,Regulars
12547,Spain,Southern Europe,198,2,207.8,103.9,134,67.0,7,7.95,2011-05-26 12:38:00,2,At-risk low value
12548,Spain,Southern Europe,166,1,95.2,95.2,49,49.0,5,6.720000000000001,2011-06-26 15:35:00,2,At-risk low value
12550,Spain,Southern Europe,79,1,964.83,964.83,569,569.0,57,3.090350877192982,2011-09-21 14:35:00,1,Regulars
12551,Spain,Southern Europe,358,1,168.0,168.0,100,100.0,10,1.6800000000000002,2010-12-17 11:23:00,2,At-risk low value
12552,Italy,Southern Europe,39,2,437.82,218.91,88,44.0,20,9.1155,2011-11-01 10:02:00,2,At-risk low value
12553,France,Western Europe,8,10,3692.28,369.228,1965,196.5,95,3.1996335078534037,2011-12-01 16:38:00,0,Champions
12556,Spain,Southern Europe,50,2,603.71,301.855,358,179.0,100,2.6623140495867768,2011-10-20 13:06:00,3,Big-ticket occasional
12557,Spain,Southern Europe,16,5,11990.96,2398.192,4384,876.8,15,2.1766666666666667,2011-11-23 16:59:00,0,Champions
12558,USA,North America,8,1,269.96,269.96,196,196.0,11,1.25,2011-12-02 10:41:00,1,Regulars
12559,Germany,Western Europe,311,2,561.71,280.855,283,141.5,21,3.5490476190476192,2011-02-02 09:49:00,1,Regulars
12560,Germany,Western Europe,5,3,2134.01,711.3366666666667,1110,370.0,91,2.8562857142857143,2011-12-04 13:54:00,0,Champions
12561,Germany,Western Europe,303,1,238.85,238.85,177,177.0,16,2.964375,2011-02-10 11:39:00,1,Regulars
12562,France,Western Europe,8,7,3781.74,540.2485714285714,1779,254.14285714285717,99,3.188214285714286,2011-12-01 17:20:00,0,Champions
12564,France,Western Europe,261,1,456.9,456.9,133,133.0,21,5.576190476190476,2011-03-23 14:55:00,1,Regulars
12565,Saudi Arabia,Middle East,289,1,145.92,145.92,80,80.0,9,2.351111111111111,2011-02-24 10:34:00,2,At-risk low value
12566,Germany,Western Europe,86,1,351.65,351.65,265,265.0,19,3.903684210526316,2011-09-14 14:30:00,1,Regulars
12567,France,Western Europe,23,10,9401.28,940.128,4305,430.5,323,3.40847533632287,2011-11-17 11:02:00,0,Champions
12569,Germany,Western Europe,2,32,4124.69,128.89656250000002,1801,56.28125,92,5.434574468085106,2011-12-07 16:24:00,0,Champions
12571,France,Western Europe,40,2,519.61,259.805,523,261.5,31,1.3205882352941176,2011-10-31 10:19:00,1,Regulars
12572,Germany,Western Europe,9,2,1020.42,510.21,452,226.0,53,4.227833333333334,2011-12-01 09:20:00,3,Big-ticket occasional
12573,France,Western Europe,227,1,160.54000000000002,160.54000000000002,84,84.0,26,2.0964285714285715,2011-04-26 15:52:00,2,At-risk low value
12574,France,Western Europe,316,1,218.45,218.45,61,61.0,11,5.2,2011-01-28 09:20:00,2,At-risk low value
12576,Poland,Eastern Europe,36,5,1315.83,263.166,967,193.4,72,2.4045454545454543,2011-11-04 10:11:00,3,Big-ticket occasional
12577,France,Western Europe,35,3,657.8,219.26666666666665,472,157.33333333333334,137,1.795034013605442,2011-11-04 13:24:00,3,Big-ticket occasional
12578,Italy,Southern Europe,21,2,2794.51,1397.255,1196,598.0,111,3.157017543859649,2011-11-18 13:30:00,0,Champions
12579,France,Western Europe,78,1,440.42,440.42,285,285.0,29,3.338620689655172,2011-09-22 17:15:00,1,Regulars
12580,Germany,Western Europe,247,1,415.7,415.7,238,238.0,24,2.6075,2011-04-07 10:24:00,1,Regulars
12581,Germany,Western Europe,40,1,197.71,197.71,161,161.0,15,2.8926666666666665,2011-10-31 08:56:00,2,At-risk low value
12582,Finland,Nordics,239,2,511.36,255.68,300,150.0,21,5.2318181818181815,2011-04-15 08:45:00,1,Regulars
12583,France,Western Europe,3,15,7281.38,485.42533333333336,5060,337.3333333333333,115,3.103603238866397,2011-12-07 08:07:00,0,Champions
12584,Italy,Southern Europe,4,9,2338.15,259.7944444444445,416,46.22222222222222,44,7.484375,2011-12-06 09:35:00,3,Big-ticket occasional
12585,Germany,Western Europe,234,2,2040.1,1020.05,1279,639.5,77,3.4639080459770115,2011-04-19 13:39:00,1,Regulars
12586,Italy,Southern Europe,17,1,196.94000000000003,196.94000000000003,79,79.0,11,4.190909090909091,2011-11-22 16:24:00,2,At-risk low value
12587,Finland,Nordics,8,1,144.0,144.0,51,51.0,4,11.56,2011-12-02 12:47:00,2,At-risk low value
12588,Finland,Nordics,39,1,214.9,214.9,53,53.0,10,9.58,2011-10-31 15:01:00,2,At-risk low value
12589,France,Western Europe,29,2,646.68,323.34000000000003,306,153.0,29,4.502857142857143,2011-11-11 10:19:00,3,Big-ticket occasional
12590,Germany,Western Europe,211,2,9864.26,4932.13,4283,2141.5,68,10.54735294117647,2011-05-12 14:52:00,0,Champions
12591,Italy,Southern Europe,317,1,452.85,452.85,228,228.0,26,3.780769230769231,2011-01-26 14:35:00,1,Regulars
12592,Germany,Western Europe,92,2,437.6,218.8,290,145.0,11,3.311111111111111,2011-09-08 15:04:00,1,Regulars
12593,France,Western Europe,109,3,418.1,139.36666666666667,206,68.66666666666667,14,2.6523809523809527,2011-08-23 12:43:00,2,At-risk low value
12594,Italy,Southern Europe,38,10,3338.2200000000003,333.822,1777,177.7,50,3.023135593220339,2011-11-02 12:20:00,0,Champions
12596,Spain,Southern Europe,51,2,618.27,309.135,474,237.0,25,4.405555555555556,2011-10-19 13:02:00,1,Regulars
12597,Spain,Southern Europe,19,4,3811.22,952.805,2236,559.0,184,3.942087378640776,2011-11-20 13:33:00,0,Champions
12598,France,Western Europe,10,8,3023.08,377.885,1964,245.5,84,2.8425757575757578,2011-11-30 12:18:00,0,Champions
12599,France,Western Europe,29,7,1032.58,147.51142857142855,956,136.57142857142858,32,2.996290322580645,2011-11-10 13:34:00,3,Big-ticket occasional
12600,Germany,Western Europe,29,10,2599.04,259.904,774,77.4,32,5.47375,2011-11-11 10:29:00,3,Big-ticket occasional
12601,Germany,Western Europe,190,5,577.0600000000001,115.412,245,49.0,21,6.511071428571428,2011-06-03 10:17:00,2,At-risk low value
12602,France,Western Europe,59,1,153.12,153.12,162,162.0,12,1.9708333333333328,2011-10-12 11:22:00,2,At-risk low value
12603,Germany,Western Europe,22,1,739.1999999999999,739.1999999999999,63,63.0,2,14.475,2011-11-18 10:42:00,2,At-risk low value
12604,France,Western Europe,79,2,254.18,127.09,201,100.5,15,2.59125,2011-09-21 14:08:00,2,At-risk low value
12607,USA,North America,60,1,1579.51,1579.51,1228,1228.0,101,2.157722772277228,2011-10-10 16:06:00,1,Regulars
12609,Germany,Western Europe,78,3,1126.85,375.6166666666666,648,216.0,57,3.5178333333333334,2011-09-22 16:34:00,1,Regulars
12610,Italy,Southern Europe,23,5,2099.54,419.908,1049,209.8,85,5.024716981132076,2011-11-17 09:34:00,0,Champions
