CustomerID,Country,RegionGroup,last_purchase_date,recency_days,frequency,monetary,avg_order_value,basket_size,avg_items_per_invoice,unique_products,avg_unit_price
12378,Switzerland,Västeuropa,2011-08-02 10:34:00,129,1,4008.62,4008.62,2529,2529.0,219,2.9974429223744297
12379,Belgium,Västeuropa,2011-09-19 10:09:00,81,2,852.24,426.12,407,203.5,39,2.86625
12380,Belgium,Västeuropa,2011-11-18 11:27:00,21,4,2724.81,681.2025000000001,1127,281.75,77,3.378653846153846
12381,Norway,Norden,2011-12-05 12:44:00,4,5,1845.31,369.062,808,161.6,70,4.683218390804598
12383,Belgium,Västeuropa,2011-06-08 08:02:00,184,5,1850.56,370.11199999999997,1532,306.4,84,3.086969696969697
12384,Switzerland,Västeuropa,2011-11-11 08:39:00,28,2,585.27,292.635,126,63.0,26,7.87925925925926
12386,Australia,APAC,2011-01-06 12:37:00,337,2,401.9,200.95,354,177.0,10,2.391
12388,Australia,APAC,2011-11-24 12:30:00,15,6,2780.6600000000003,463.4433333333334,1462,243.66666666666666,57,2.7777
12390,Belgium,Västeuropa,2011-09-21 09:33:00,79,1,549.84,549.84,353,353.0,32,3.996875
12391,Cyprus,Sydeuropa,2011-11-18 12:07:00,21,1,460.89,460.89,300,300.0,92,2.4599
12393,Australia,APAC,2011-09-28 15:41:00,71,4,1582.6000000000001,395.65000000000003,816,204.0,47,2.2796875
12394,Denmark,Västeuropa,2011-10-07 08:08:00,63,2,1272.48,636.24,819,409.5,26,3.370740740740741
12395,Belgium,Västeuropa,2011-11-20 15:21:00,18,12,3018.63,251.5525,2118,176.5,91,3.9688461538461537
12397,Belgium,Västeuropa,2011-11-04 09:52:00,35,2,2409.9,1204.9499999999998,1263,631.5,110,3.4682539682539684
12398,Switzerland,Västeuropa,2011-10-25 10:27:00,45,1,1635.66,1635.66,1394,1394.0,85,1.992705882352941
12399,Belgium,Västeuropa,2011-08-12 13:15:00,118,4,1108.65,277.1625,1178,294.5,47,2.114576271186441
12401,Belgium,Västeuropa,2011-02-09 13:50:00,302,1,84.3,84.3,11,11.0,5,9.68
12402,Belgium,Västeuropa,2011-01-20 13:49:00,322,1,225.6,225.6,94,94.0,11,3.290909090909091
12403,Denmark,Norden,2011-10-21 10:51:00,49,1,427.7,427.7,96,96.0,5,7.08
12405,Finland,Norden,2011-07-14 08:52:00,148,1,1710.39,1710.39,857,857.0,54,3.5442592592592597
12406,Denmark,Norden,2011-11-17 19:22:00,21,2,3415.3,1707.65,1818,909.0,92,2.487047619047619
12407,Belgium,Västeuropa,2011-10-21 10:11:00,49,5,1708.12,341.62399999999997,1416,283.2,57,3.2674025974025973
12408,Belgium,Västeuropa,2011-11-07 12:27:00,32,5,2888.55,577.7099999999999,1409,281.8,81,3.0228571428571427
12409,Switzerland,Västeuropa,2011-09-22 10:38:00,78,3,11072.67,3690.89,5551,1850.3333333333333,91,3.574495412844037
12410,Switzerland,Västeuropa,2011-02-04 10:39:00,308,2,693.33,346.665,211,105.5,26,6.335384615384616
12412,Denmark,Norden,2011-09-26 10:16:00,74,3,1226.88,408.96000000000004,829,276.3333333333333,43,2.7137704918032783
12413,France,Västeuropa,2011-10-04 09:00:00,66,3,758.1,252.70000000000002,286,95.33333333333333,29,4.798421052631579
12414,Austria,Västeuropa,2011-05-06 14:51:00,216,3,562.41,187.47,300,100.0,16,8.57
12415,Australia,APAC,2011-11-15 14:22:00,23,21,124914.53,5948.310952380953,77374,3684.4761904761904,444,2.9370868347338934
12417,Spain,Västeuropa,2011-12-06 14:52:00,2,9,3649.1,405.4555555555555,1552,172.44444444444446,158,5.337916666666666
12418,Switzerland,Västeuropa,2011-08-19 11:08:00,112,1,668.58,668.58,407,407.0,34,3.5644117647058824
12420,Cyprus,Sydeuropa,2011-10-07 08:55:00,63,1,600.39,600.39,345,345.0,29,4.707241379310345
12421,Spain,Sydeuropa,2011-11-24 09:07:00,15,4,807.04,201.76,484,121.0,32,4.520222222222222
12422,Switzerland,Västeuropa,2011-09-05 09:48:00,95,3,803.5600000000001,267.8533333333333,370,123.33333333333333,39,3.26025641025641
12423,Belgium,Västeuropa,2011-12-09 10:10:00,0,8,1859.31,232.41375,1339,167.375,97,2.9135999999999997
12424,Australia,APAC,2011-06-30 12:06:00,162,2,1760.96,880.48,740,370.0,30,2.780666666666667
12425,Portugal,Sydeuropa,2011-09-22 17:31:00,77,1,777.2,777.2,496,496.0,36,2.5644444444444443
12426,Germany,Västeuropa,2011-05-29 12:26:00,194,1,582.73,582.73,258,258.0,30,3.9363333333333332
12427,Germany,Västeuropa,2011-11-18 08:56:00,21,3,825.8,275.26666666666665,533,177.66666666666666,26,4.589032258064516
12428,Finland,Norden,2011-11-14 08:22:00,25,9,7956.46,884.0511111111111,3536,392.8888888888889,258,4.627414965986395
12429,Denmark,Västeuropa,2011-11-30 17:22:00,8,4,3750.4,937.6,1557,389.25,82,3.6307216494845362
12430,Norway,Norden,2011-10-27 15:09:00,42,1,256.4,256.4,117,117.0,11,6.225454545454546
12431,Belgium,Västeuropa,2011-11-04 11:55:00,35,15,6487.45,432.49666666666667,2906,193.73333333333332,163,3.785063829787234
12432,Norway,Norden,2011-10-28 11:43:00,42,5,5059.32,1011.8639999999999,1801,360.2,107,10.550833333333333
12433,Norway,Norden,2011-12-09 10:02:00,0,7,13375.87,1910.8385714285716,11071,1581.5714285714287,219,2.1927380952380955
12434,Australia,APAC,2011-09-16 12:38:00,84,2,806.14,403.07,394,197.0,46,3.6726
12435,Denmark,Norden,2011-09-21 09:06:00,79,2,7829.89,3914.945,2055,1027.5,31,5.479166666666667
12436,Norway,Norden,2011-09-01 12:09:00,99,1,509.01000000000005,509.01000000000005,211,211.0,16,5.2675
12437,France,Västeuropa,2011-12-08 11:35:00,1,18,4951.41,275.0783333333333,2922,162.33333333333334,118,4.0125628140703515
12438,Norway,Norden,2011-11-25 13:28:00,13,2,2906.85,1453.425,1180,590.0,84,3.894897959183673
12441,France,Västeuropa,2010-12-08 10:45:00,366,1,173.55,173.55,121,121.0,11,3.700909090909091
12442,Spain,Sydeuropa,2011-12-06 14:22:00,2,1,172.06,172.06,182,182.0,12,3.34
12444,Norway,Norden,2011-11-18 13:23:00,20,5,5005.46,1001.092,1153,230.6,138,6.3586931818181816
12445,Spain,Sydeuropa,2011-11-17 18:43:00,21,1,133.4,133.4,62,62.0,4,7.9875
12446,RSA,Afrika,2011-10-13 12:50:00,57,1,1002.3100000000001,1002.3100000000001,351,351.0,57,4.352631578947368
12447,Belgium,Västeuropa,2011-04-10 13:25:00,242,1,476.49,476.49,190,190.0,26,3.574230769230769
12448,Spain,Sydeuropa,2011-10-26 13:46:00,43,1,449.45,449.45,243,243.0,22,5.951818181818182
12449,Belgium,Västeuropa,2011-11-17 13:46:00,21,4,4067.29,1016.8225,1553,388.25,118,3.694712041884817
12450,Spain,Sydeuropa,2011-07-06 14:41:00,155,2,197.88,98.94,128,64.0,7,1.6175
12451,Switzerland,Västeuropa,2011-11-29 08:40:00,10,5,9035.52,1807.104,6575,1315.0,265,2.450084745762712
12452,Switzerland,Västeuropa,2011-11-23 10:28:00,16,2,430.57,215.285,185,92.5,21,4.485
12453,Austria,Västeuropa,2011-07-28 14:08:00,133,1,707.09,707.09,473,473.0,43,2.393255813953488
12454,Spain,Sydeuropa,2011-10-14 17:13:00,55,1,3528.34,3528.34,1006,1006.0,15,7.282
12455,Spain,Sydeuropa,2011-09-27 15:31:00,72,6,2466.86,411.1433333333334,2089,348.1666666666667,85,3.173333333333334
12456,Switzerland,Västeuropa,2011-10-26 14:41:00,43,3,3181.04,1060.3466666666666,1633,544.3333333333334,105,3.62456
12457,Switzerland,Västeuropa,2011-10-04 13:13:00,65,7,2363.23,337.6042857142857,843,120.42857142857143,53,5.357096774193548
12458,Switzerland,Västeuropa,2011-09-29 15:25:00,70,2,947.4,473.70000000000005,506,253.0,35,4.326315789473685
12461,Switzerland,Västeuropa,2011-09-06 16:57:00,93,2,826.88,413.44,287,143.5,35,4.258857142857143
12462,Spain,Sydeuropa,2011-11-21 09:11:00,18,2,1189.59,594.795,536,268.0,51,4.689516129032258
12463,Belgium,Västeuropa,2011-10-17 13:44:00,52,4,1344.78,336.195,776,194.0,65,3.0434939759036146
12464,Belgium,Västeuropa,2011-11-29 13:33:00,9,8,1212.05,151.50625,112,14.0,6,11.832758620689654
12465,Belgium,Västeuropa,2011-11-22 16:34:00,16,2,742.1899999999999,371.095,479,239.5,46,2.76
12468,Germany,Västeuropa,2011-06-05 11:36:00,187,2,729.5400000000001,364.77000000000004,366,183.0,36,3.5149999999999997
12471,Germany,Västeuropa,2011-12-07 15:43:00,1,30,19824.05,660.8016666666666,8212,273.73333333333335,150,4.300369565217392
12472,Germany,Västeuropa,2011-11-07 14:01:00,31,7,6572.11,938.8728571428571,4148,592.5714285714286,219,2.397669616519174
12473,Germany,Västeuropa,2011-11-10 13:46:00,28,5,3938.55,787.7099999999999,2439,487.8,140,8.323928571428572
12474,Germany,Västeuropa,2011-11-22 14:39:00,16,18,7375.79,409.7661111111111,4847,269.27777777777777,253,2.8656603773584903
12475,Germany,Västeuropa,2011-10-17 10:10:00,53,1,723.38,723.38,535,535.0,36,2.941111111111111
12476,Germany,Västeuropa,2011-11-24 12:40:00,15,11,6816.42,619.6745454545454,2408,218.9090909090909,177,4.831030042918456
12477,Germany,Västeuropa,2011-11-17 09:51:00,22,6,13219.74,2203.29,3653,608.8333333333334,191,4.3832
12478,Greece,Sydeuropa,2011-12-06 09:56:00,3,1,680.99,680.99,236,236.0,36,4.537777777777778
12479,Germany,Västeuropa,2011-11-28 13:26:00,10,1,527.2,527.2,385,385.0,31,2.668709677419355
12480,Germany,Västeuropa,2011-11-11 14:52:00,27,4,3281.63,820.4075,1707,426.75,129,3.1344155844155845
12481,Germany,Västeuropa,2011-11-17 08:29:00,22,10,5596.32,559.632,3304,330.4,150,3.4149769585253456
12483,Sweden,Norden,2011-11-22 17:02:00,16,8,2484.98,310.6225,1110,138.75,46,5.198133333333334
12484,Spain,Sydeuropa,2011-11-07 11:37:00,32,6,4541.72,756.9533333333334,2191,365.1666666666667,256,3.126098265895954
12488,France,Västeuropa,2011-11-30 08:50:00,9,3,1298.66,432.8866666666667,529,176.33333333333334,46,3.7347272727272727
12489,France,Västeuropa,2011-01-07 13:13:00,335,1,334.93,334.93,105,105.0,15,5.908
12490,France,Västeuropa,2011-12-04 16:07:00,4,10,5417.93,541.793,3064,306.4,131,2.692857142857143
12491,France,Västeuropa,2011-11-01 12:18:00,38,1,460.40000000000003,460.40000000000003,260,260.0,25,3.376923076923077
12492,Germany,Västeuropa,2011-10-07 15:15:00,62,2,263.21000000000004,131.605,192,96.0,19,3.3475
12493,France,Västeuropa,2011-06-27 10:17:00,165,2,433.74,216.87,207,103.5,20,4.309090909090909
12494,France,Västeuropa,2011-11-24 09:34:00,15,7,1246.1000000000001,178.01428571428573,707,101.0,63,3.862207792207792
12497,Germany,Västeuropa,2011-09-19 12:29:00,81,1,1043.1,1043.1,1236,1236.0,14,2.06
12498,Germany,Västeuropa,2011-11-18 12:53:00,20,3,403.70000000000005,134.5666666666667,159,53.0,21,4.197826086956522
12500,Germany,Västeuropa,2011-11-16 16:20:00,22,11,4257.82,387.07454545454544,2678,243.45454545454547,34,5.63688524590164
12501,Germany,Västeuropa,2011-01-07 12:28:00,336,1,2169.39,2169.39,1783,1783.0,149,2.4126845637583894
12502,Spain,Sydeuropa,2011-09-05 11:52:00,95,5,3723.87,744.774,820,164.0,102,6.425238095238095
12504,Germany,Västeuropa,2011-11-21 16:02:00,17,2,482.04999999999995,241.02499999999998,90,45.0,6,9.011111111111111
12506,France,Västeuropa,2011-04-21 08:54:00,232,1,73.5,73.5,23,23.0,23,3.1956521739130435
12507,Spain,Sydeuropa,2011-07-28 17:09:00,133,3,1304.81,434.93666666666667,894,298.0,19,4.862857142857143
12508,France,Västeuropa,2011-11-13 15:37:00,25,2,398.27,199.135,272,136.0,57,1.7204347826086959
12509,France,Västeuropa,2011-02-28 14:45:00,283,1,176.5,176.5,55,55.0,7,5.564285714285715
12510,Spain,Sydeuropa,2011-07-20 10:15:00,142,2,982.5699999999999,491.28499999999997,353,176.5,29,4.263333333333334
12512,Israel,Mellanöstern,2011-10-04 14:55:00,65,2,138.03,69.015,99,49.5,31,2.5794117647058825
12513,France,Västeuropa,2011-08-19 10:51:00,112,1,612.29,612.29,462,462.0,35,2.180571428571428
12514,Italy,Sydeuropa,2011-03-17 16:38:00,266,1,1017.68,1017.68,440,440.0,51,3.296862745098039
12515,Italy,Sydeuropa,2010-12-21 15:43:00,352,1,383.7,383.7,131,131.0,16,6.78125
12516,Germany,Västeuropa,2011-09-23 09:13:00,77,2,1312.06,656.03,875,437.5,20,2.725769230769231
12517,Germany,Västeuropa,2011-11-11 14:04:00,27,5,2502.84,500.56800000000004,1371,274.2,232,2.352746478873239
12518,Germany,Västeuropa,2011-12-09 10:13:00,0,5,2056.89,411.378,1318,263.6,84,2.837177419354839
12519,Germany,Västeuropa,2011-10-07 09:26:00,63,1,340.84,340.84,183,183.0,17,2.9911111111111115
12520,Germany,Västeuropa,2011-09-21 15:23:00,78,5,2634.26,526.852,1439,287.8,121,3.2884210526315787
12521,Germany,Västeuropa,2011-07-20 10:51:00,142,1,599.68,599.68,309,309.0,38,2.995789473684211
12522,Germany,Västeuropa,2011-10-31 15:30:00,38,2,192.72,96.36,194,97.0,11,5.0008333333333335
12523,France,Västeuropa,2011-11-20 12:55:00,18,11,1789.77,162.70636363636365,865,78.63636363636364,84,4.935471698113207
12524,Germany,Västeuropa,2011-11-30 15:31:00,8,8,4485.72,560.715,3699,462.375,113,2.9170833333333333
12526,Germany,Västeuropa,2011-12-09 12:09:00,0,3,1316.66,438.8866666666666,632,210.66666666666666,64,3.3538028169014087
12527,Germany,Västeuropa,2011-09-19 11:55:00,81,3,348.71000000000004,116.23666666666668,234,78.0,18,2.9294444444444445
12528,Germany,Västeuropa,2011-11-30 14:40:00,8,6,1933.48,322.24666666666667,756,126.0,50,5.487934782608695
12530,Germany,Västeuropa,2011-10-11 12:34:00,59,4,1662.28,415.57,913,228.25,51,3.8854545454545453
12531,Germany,Västeuropa,2011-11-25 11:12:00,14,1,125.22,125.22,45,45.0,17,3.8094117647058825
12532,France,Västeuropa,2011-11-09 13:47:00,29,1,349.83000000000004,349.83000000000004,153,153.0,16,3.698125
12534,Germany,Västeuropa,2011-08-01 10:26:00,130,1,1089.18,1089.18,651,651.0,63,3.035396825396825
12535,France,Västeuropa,2011-09-09 08:48:00,91,2,716.35,358.17499999999995,219,109.5,28,4.451470588235294
12536,France,Västeuropa,2011-10-27 14:20:00,42,3,12601.83,4200.610000000001,2803,934.3333333333334,260,34.75452107279693
12538,Spain,Sydeuropa,2011-11-10 17:16:00,28,1,363.95,363.95,191,191.0,21,3.6433333333333335
12539,Spain,Sydeuropa,2011-11-17 13:30:00,21,4,5568.35,1392.0875,2067,516.75,157,4.176520146520147
12540,Spain,Sydeuropa,2011-11-20 11:31:00,19,17,13400.24,788.2494117647059,6685,393.2352941176471,277,3.847050209205021
12541,Spain,Sydeuropa,2011-11-10 10:40:00,29,3,981.18,327.06,680,226.66666666666666,46,3.615769230769231
12544,Spain,Sydeuropa,2011-11-03 16:15:00,35,1,372.7,372.7,136,136.0,19,4.106315789473684
12545,Spain,Sydeuropa,2011-09-25 13:39:00,74,2,1000.39,500.195,523,261.5,42,4.0238
12546,Spain,Sydeuropa,2011-10-24 12:09:00,46,2,1161.5,580.75,633,316.5,59,3.199275362318841
12547,Spain,Sydeuropa,2011-05-26 12:38:00,197,2,207.79999999999998,103.9,134,67.0,7,7.95
12548,Spain,Sydeuropa,2011-06-26 15:35:00,165,1,95.19999999999999,95.19999999999999,49,49.0,5,6.720000000000001
12550,Spain,Sydeuropa,2011-09-21 14:35:00,78,1,964.83,964.83,569,569.0,57,3.0903508771929826
12551,Spain,Sydeuropa,2010-12-17 11:23:00,357,1,168.0,168.0,100,100.0,10,1.6800000000000002
12552,Italy,Sydeuropa,2011-11-01 10:02:00,38,2,437.82,218.91,88,44.0,20,9.1155
12553,France,Västeuropa,2011-12-01 16:38:00,7,10,3692.28,369.22799999999995,1965,196.5,95,3.1996335078534033
12556,Spain,Sydeuropa,2011-10-20 13:06:00,49,2,603.71,301.855,358,179.0,100,2.6623140495867768
12557,Spain,Sydeuropa,2011-11-23 16:59:00,15,5,11990.960000000001,2398.192,4384,876.8,15,2.1766666666666667
12558,USA,Nordamerika,2011-12-02 10:41:00,7,1,269.96,269.96,196,196.0,11,1.25
12559,Germany,Västeuropa,2011-02-02 09:49:00,310,2,561.71,280.855,283,141.5,21,3.5490476190476192
12560,Germany,Västeuropa,2011-12-04 13:54:00,4,3,2134.01,711.3366666666667,1110,370.0,91,2.8562857142857143
12561,Germany,Västeuropa,2011-02-10 11:39:00,302,1,238.85,238.85,177,177.0,16,2.964375
12562,France,Västeuropa,2011-12-01 17:20:00,7,7,3781.7400000000002,540.2485714285714,1779,254.14285714285714,99,3.188214285714286
12564,France,Västeuropa,2011-03-23 14:55:00,260,1,456.9,456.9,133,133.0,21,5.576190476190476
12565,Saudi Arabia,Mellanöstern,2011-02-24 10:34:00,288,1,145.92,145.92,80,80.0,9,2.351111111111111
12566,Germany,Västeuropa,2011-09-14 14:30:00,85,1,351.65,351.65,265,265.0,19,3.903684210526316
12567,France,Västeuropa,2011-11-17 11:02:00,22,10,9401.28,940.128,4305,430.5,323,3.40847533632287
12569,Germany,Västeuropa,2011-12-07 16:24:00,1,32,4124.69,128.8965625,1801,56.28125,92,5.434574468085106
12571,France,Västeuropa,2011-10-31 10:19:00,39,2,519.61,259.805,523,261.5,31,1.3205882352941176
12572,Germany,Västeuropa,2011-12-01 09:20:00,8,2,1020.42,510.21000000000004,452,226.0,53,4.227833333333333
12573,France,Västeuropa,2011-04-26 15:52:00,226,1,160.54,160.54,84,84.0,26,2.0964285714285715
12574,France,Västeuropa,2011-01-28 09:20:00,315,1,218.45000000000002,218.45000000000002,61,61.0,11,5.2
12576,Poland,Östeuropa,2011-11-04 10:11:00,35,5,1315.83,263.166,967,193.4,72,2.4045454545454543
12577,France,Västeuropa,2011-11-04 13:24:00,34,3,657.8,219.26666666666665,472,157.33333333333334,137,1.7950340136054421
12578,Italy,Sydeuropa,2011-11-18 13:30:00,20,2,2794.51,1397.255,1196,598.0,111,3.157017543859649
12579,France,Västeuropa,2011-09-22 17:15:00,77,1,440.42,440.42,285,285.0,29,3.3386206896551722
12580,Germany,Västeuropa,2011-04-07 10:24:00,246,1,415.7,415.7,238,238.0,24,2.6075
12581,Germany,Västeuropa,2011-10-31 08:56:00,39,1,197.71,197.71,161,161.0,15,2.8926666666666665
12582,Finland,Norden,2011-04-15 08:45:00,238,2,511.36,255.68,300,150.0,21,5.2318181818181815
12583,France,Västeuropa,2011-12-07 08:07:00,2,15,7281.38,485.42533333333336,5060,337.3333333333333,115,3.103603238866397
12584,Italy,Sydeuropa,2011-12-06 09:35:00,3,9,2338.15,259.7944444444445,416,46.22222222222222,44,7.484375
12585,Germany,Västeuropa,2011-04-19 13:39:00,233,2,2040.1,1020.05,1279,639.5,77,3.4639080459770115
12586,Italy,Sydeuropa,2011-11-22 16:24:00,16,1,196.94000000000003,196.94000000000003,79,79.0,11,4.190909090909091
12587,Finland,Norden,2011-12-02 12:47:00,7,1,144.0,144.0,51,51.0,4,11.56
12588,Finland,Norden,2011-10-31 15:01:00,38,1,214.89999999999998,214.89999999999998,53,53.0,10,9.58
12589,France,Västeuropa,2011-11-11 10:19:00,28,2,646.68,323.34,306,153.0,29,4.502857142857143
12590,Germany,Västeuropa,2011-05-12 14:52:00,210,2,9864.26,4932.13,4283,2141.5,68,10.54735294117647
12591,Italy,Sydeuropa,2011-01-26 14:35:00,316,1,452.85,452.85,228,228.0,26,3.7807692307692307
12592,Germany,Västeuropa,2011-09-08 15:04:00,91,2,437.6,218.8,290,145.0,11,3.3111111111111113
12593,France,Västeuropa,2011-08-23 12:43:00,108,3,418.09999999999997,139.36666666666667,206,68.66666666666667,14,2.6523809523809523
12594,Italy,Sydeuropa,2011-11-02 12:20:00,37,10,3338.2200000000003,333.822,1777,177.7,50,3.023135593220339
12596,Spain,Sydeuropa,2011-10-19 13:02:00,50,2,618.27,309.135,474,237.0,25,4.405555555555556
12597,Spain,Sydeuropa,2011-11-20 13:33:00,18,4,3811.22,952.805,2236,559.0,184,3.942087378640777
12598,France,Västeuropa,2011-11-30 12:18:00,9,8,3023.08,377.885,1964,245.5,84,2.8425757575757578
12599,France,Västeuropa,2011-11-10 13:34:00,28,7,1032.58,147.51142857142855,956,136.57142857142858,32,2.9962903225806454
12600,Germany,Västeuropa,2011-11-11 10:29:00,28,10,2599.04,259.904,774,77.4,32,5.47375
12601,Germany,Västeuropa,2011-06-03 10:17:00,189,5,577.0600000000001,115.41199999999999,245,49.0,21,6.511071428571428
12602,France,Västeuropa,2011-10-12 11:22:00,58,1,153.12,153.12,162,162.0,12,1.9708333333333332
12603,Germany,Västeuropa,2011-11-18 10:42:00,21,1,739.1999999999999,739.1999999999999,63,63.0,2,14.475
12604,France,Västeuropa,2011-09-21 14:08:00,78,2,254.18,127.09,201,100.5,15,2.59125
12607,USA,Nordamerika,2011-10-10 16:06:00,59,1,1579.51,1579.51,1228,1228.0,101,2.1577227722772276
12609,Germany,Västeuropa,2011-09-22 16:34:00,77,3,1126.85,375.6166666666666,648,216.0,57,3.5178333333333334
12610,Italy,Sydeuropa,2011-11-17 09:34:00,22,5,2099.54,419.908,1049,209.8,85,5.024716981132076
12611,Italy,Sydeuropa,2011-10-18 13:12:00,51,1,1193.32,1193.32,846,846.0,65,2.675076923076923
12612,Germany,Västeuropa,2011-09-26 15:35:00,73,1,704.0400000000001,704.0400000000001,262,262.0,19,4.4389473684210525
12613,Germany,Västeuropa,2011-10-13 14:59:00,56,5,3344.38,668.876,1644,328.8,124,2.8726143790849674
12614,Germany,Västeuropa,2011-03-07 10:22:00,277,1,315.6,315.6,76,76.0,20,5.61
12615,France,Västeuropa,2011-12-07 15:02:00,1,4,2291.19,572.7975,1376,344.0,82,3.0896190476190477
12616,France,Västeuropa,2011-09-05 15:17:00,94,2,713.3,356.65,284,142.0,25,3.8203125
12617,France,Västeuropa,2011-11-10 14:39:00,28,1,355.53,355.53,213,213.0,39,1.903095238095238
12618,Italy,Sydeuropa,2011-11-18 11:10:00,21,1,177.31,177.31,96,96.0,11,6.638181818181818
12619,Germany,Västeuropa,2011-11-23 14:52:00,15,9,3641.24,404.5822222222222,3378,375.3333333333333,50,7.056555555555556
12620,France,Västeuropa,2011-11-25 10:20:00,14,3,1339.41,446.46999999999997,1181,393.6666666666667,89,2.1478260869565218
12621,Germany,Västeuropa,2011-12-08 11:25:00,1,20,13689.67,684.4835,7440,372.0,261,2.8922912205567455
12622,Germany,Västeuropa,2011-04-21 16:39:00,231,1,180.1,180.1,69,69.0,11,5.739090909090909
12623,Germany,Västeuropa,2011-03-08 13:50:00,275,1,305.1,305.1,191,191.0,18,2.628888888888889
12624,France,Västeuropa,2011-08-25 15:04:00,105,2,641.13,320.565,355,177.5,36,3.872105263157895
12625,Germany,Västeuropa,2011-05-12 09:54:00,211,2,2683.82,1341.9099999999999,1612,806.0,73,2.1713953488372093
12626,Germany,Västeuropa,2011-11-16 16:06:00,22,9,6620.48,735.6088888888888,3453,383.6666666666667,232,2.8210544217687072
12627,Germany,Västeuropa,2011-11-29 12:07:00,10,7,4478.53,639.79,2752,393.14285714285717,162,2.937913043478261
12628,Germany,Västeuropa,2011-12-05 13:15:00,3,3,786.46,262.15333333333336,448,149.33333333333334,34,3.591219512195122
12630,Finland,Norden,2011-11-30 10:48:00,9,2,1270.88,635.44,548,274.0,60,4.48640625
12631,Finland,Norden,2011-10-13 13:53:00,56,1,640.5,640.5,236,236.0,31,4.537096774193548
12633,Germany,Västeuropa,2011-10-12 11:40:00,58,4,2163.98,540.995,1162,290.5,73,3.211386138613862
12635,Germany,Västeuropa,2011-09-11 11:04:00,89,2,1689.18,844.5899999999999,1172,586.0,96,2.522079207920792
12637,France,Västeuropa,2011-10-03 13:46:00,66,8,6021.9,752.7375000000001,3002,375.25,205,2.6583076923076923
12638,Sweden,Norden,2011-11-06 13:11:00,32,1,671.69,671.69,577,577.0,39,2.56
12639,Sweden,Norden,2011-04-15 12:48:00,238,1,486.1,486.1,201,201.0,22,4.918181818181818
